rank,player,position,age,team,games,games_started,mins_played,field_goal,field_goal_atmpts,field_goal_pct,three_pt,three_pt_atmpts,three_pt_pct,two_pt,two_pt_atmpts,two_pt_pct,free_throw,free_throw_atmpts,free_throw_pct,rebounds_offensive,rebounds_defensive,rebounds_total,assists,steals,blocks,turnovers,fouls,pts
135,Joel Embiid,C,29,PHI,34,34,1157,12.5,23.5,0.533,1.3,3.5,0.366,11.2,20,0.562,11.1,12.5,0.883,2.8,9.2,11.9,6,1.2,1.9,3.9,3,37.4
136,Drew Eubanks,C,26,PHO,51,4,816,5.1,8.1,0.625,0.1,0.1,1,4.9,8,0.619,2.3,3.2,0.736,3,6.6,9.6,2.1,0.9,1.9,2.2,3.7,12.6
137,Tosan Evbuomwan,SF,22,TOT,5,0,82,2.6,7.5,0.353,1.3,4,0.333,1.3,3.5,0.375,0,0,NA,3.5,3.5,7,2.6,0.4,0.4,0.4,2.6,6.6
138,Dante Exum,PG,28,DAL,32,14,631,6.6,11.6,0.571,1.8,3.7,0.477,4.8,7.9,0.616,1.8,2.5,0.727,1,4.1,5.1,5.2,1,0.3,1.5,2.9,16.8
139,Bruno Fernando,C,25,ATL,19,1,172,6.7,12.3,0.542,0,0.6,0,6.7,11.7,0.571,4.2,7.1,0.588,4.2,8.4,12.6,1.5,0.8,2.1,1.9,5.4,17.6
140,Dorian Finney-Smith,PF,30,BRK,46,35,1279,4.1,9.9,0.408,2.5,6.8,0.375,1.5,3.2,0.478,0.5,0.7,0.654,2.1,3.8,5.9,1.8,1,0.8,1,3,11.1
141,Adam Flagler,SG,24,OKC,1,0,6,0,18,0,0,18,0,0,0,NA,0,0,NA,0,0,0,6,0,0,0,0,0
142,Malachi Flynn,PG,25,TOT,48,0,555,4.3,11,0.396,2.1,6.2,0.344,2.2,4.7,0.466,1.7,2.1,0.788,0.8,4,4.8,5.3,1.4,0.4,2.5,3.1,12.5
143,Simone Fontecchio,SF,28,TOT,54,37,1272,5.2,11.6,0.451,2.8,7.3,0.386,2.4,4.3,0.563,1,1.3,0.778,1.6,3.8,5.4,2.2,0.9,0.5,1.5,2.5,14.3
144,Jordan Ford,PG,25,SAC,6,0,22,6.5,11.5,0.571,3.3,4.9,0.667,3.3,6.5,0.5,3.3,3.3,1,0,3.3,3.3,3.3,0,0,1.6,0,19.6
145,Trent Forrest,SG,25,ATL,20,0,210,2.6,8.1,0.319,0.3,1.2,0.286,2.2,6.9,0.325,1.4,1.7,0.8,0.9,3.6,4.5,7.2,1.2,0.2,1.9,3.1,6.9
146,Evan Fournier,SG,31,TOT,6,0,107,5,15.1,0.333,3,10.4,0.29,2,4.7,0.429,2,2.7,0.75,0.7,4.7,5.4,1.7,2.4,0.3,2.4,3.4,15.1
147,De'Aaron Fox,PG,26,SAC,49,49,1746,9.8,20.8,0.468,2.9,7.9,0.375,6.8,13,0.524,4.6,6.5,0.703,0.9,3.3,4.2,5.6,1.9,0.4,2.6,2.6,27.1
148,Javon Freeman-Liberty,PG,24,TOR,2,0,4,9,27,0.333,0,0,NA,9,27,0.333,0,0,NA,9,0,9,0,0,0,0,0,18
149,Alex Fudge,SF,20,LAL,4,0,14,2.6,15.4,0.167,0,5.1,0,2.6,10.3,0.25,5.1,5.1,1,5.1,0,5.1,0,0,0,2.6,2.6,10.3
150,Markelle Fultz,PG,25,ORL,21,15,504,5.9,12.1,0.491,0.1,0.5,0.143,5.9,11.6,0.506,0.6,1.1,0.563,2.1,3.2,5.3,5.5,2,0.5,1.7,2.5,12.6
151,Daniel Gafford,C-PF,25,TOT,49,47,1273,6.3,9.2,0.681,0,0,NA,6.3,9.2,0.681,2.7,3.7,0.72,4.1,7.2,11.4,2.1,1.3,3,1.4,4.4,15.2
152,Danilo Gallinari,PF-SF,35,TOT,33,0,480,5.2,11.5,0.448,2,5.7,0.355,3.2,5.9,0.538,5.1,6,0.85,1.1,5.7,6.8,3.2,0.7,0.4,1,2.8,17.5
153,Darius Garland,PG,24,CLE,31,31,998,7.4,15.8,0.471,1.9,5.6,0.34,5.5,10.1,0.544,3.6,4.3,0.856,0.5,2.1,2.6,6.9,1.6,0.1,3.6,1.5,20.4
154,Usman Garuba,PF,21,GSW,2,0,6,0,6,0,0,0,NA,0,6,0,0,0,NA,0,0,0,6,6,0,0,6,0
155,Luka Garza,C,25,MIN,13,0,39,10.2,23.1,0.44,2.8,8.3,0.333,7.4,14.8,0.5,7.4,11.1,0.667,5.5,4.6,10.2,1.8,0,0,1.8,10.2,30.5
156,Kaiser Gates,SF,27,NOP,1,0,7,0,20.6,0,0,10.3,0,0,10.3,0,0,0,NA,0,5.1,5.1,0,0,0,0,0,0
157,Keyonte George,PG,20,UTA,51,20,1277,5.4,13.8,0.394,2.7,7.8,0.345,2.7,6,0.458,3.3,4,0.818,0.4,3.7,4.1,6.2,0.7,0.1,2.9,1.7,16.9
158,Paul George,PF,33,LAC,52,52,1758,8.3,18.2,0.456,3.5,8.8,0.395,4.8,9.4,0.512,3.5,3.9,0.905,0.6,5.1,5.7,3.9,1.7,0.4,2.2,3.1,23.6
159,Taj Gibson,PF,38,NYK,16,1,165,1.5,5,0.304,0,1.3,0,1.5,3.7,0.412,0.4,0.4,1,2.2,3.9,6.1,2,0.4,1.3,1.1,6.1,3.5
160,Josh Giddey,SG,21,OKC,55,55,1365,6.7,15,0.449,1.4,4.3,0.327,5.3,10.7,0.498,1.8,2.2,0.829,2,6.9,8.9,6.4,0.9,0.8,2.9,1.7,16.6
161,Harry Giles,C,25,BRK,16,0,81,9.8,19.6,0.5,1.3,4.9,0.273,8.4,14.7,0.576,3.1,5.8,0.538,5.3,6.2,11.6,2.7,0.4,1.3,2.7,6.7,24
162,Shai Gilgeous-Alexander,PG,25,OKC,55,55,1895,11.4,20.9,0.548,1.3,3.5,0.375,10.1,17.4,0.583,8.3,9.4,0.883,0.9,4.9,5.8,6.9,2.2,0.9,2.2,2.6,32.5
163,Anthony Gill,PF,31,WAS,31,0,173,4.8,10.4,0.46,0.6,2.7,0.231,4.2,7.7,0.541,3.1,4.2,0.75,2.9,5.2,8.1,2.9,1.5,1.2,3.1,2.5,13.3
164,Collin Gillespie,PG,24,DEN,19,0,161,5.1,10.1,0.511,2.5,5.4,0.458,2.7,4.7,0.571,1.1,1.8,0.625,0.2,2.5,2.7,3.6,2.2,0,2.2,4,13.9
165,Jacob Gilyard,PG,25,MEM,37,14,654,3.3,7.9,0.417,2.8,6.6,0.425,0.5,1.3,0.375,0.1,0.1,1,0.4,1.9,2.4,7.2,1.5,0.3,1.6,1.9,9.5
166,Rudy Gobert,C,31,MIN,55,55,1840,5.6,8.6,0.649,0,0,0,5.6,8.6,0.651,3.6,5.5,0.643,3.9,9.7,13.6,1.3,0.6,2.2,1.6,3.3,14.8
167,Jordan Goodwin,PG,25,TOT,42,1,611,4.9,12.5,0.394,1.5,5,0.294,3.5,7.5,0.461,1.5,1.9,0.788,2.5,4.9,7.5,4.9,1.5,0.6,1.8,2.7,12.9
168,Aaron Gordon,PF,28,DEN,51,51,1605,6.2,11.3,0.549,0.7,2.1,0.305,5.6,9.2,0.605,2.7,4.2,0.64,2.8,4.7,7.4,3.6,0.9,0.8,1.7,2.1,15.7
169,Eric Gordon,SG,35,PHO,49,24,1460,5.5,12,0.457,3,7.7,0.389,2.5,4.4,0.576,1.1,1.3,0.815,0.3,2.2,2.5,2.7,1.2,0.6,1.5,1.5,15.1
170,Devonte' Graham,PG,28,SAS,12,0,99,4,10.9,0.367,2.5,8,0.318,1.5,2.9,0.5,2.2,2.9,0.75,0.7,5.1,5.8,6.9,1.1,0.4,1.1,1.5,12.7
171,Jerami Grant,PF,29,POR,48,48,1634,7.8,17.1,0.456,2.2,5.5,0.406,5.6,11.6,0.479,5.2,6.4,0.808,0.8,3.1,3.9,2.8,0.8,0.7,2.2,2.4,23
172,A.J. Green,SG,24,MIL,36,0,335,5.6,13,0.43,4.7,11.4,0.415,0.9,1.6,0.533,0.9,0.9,1,0.6,3.4,4.1,2.3,0.3,0.2,0.4,3.7,16.8
173,Danny Green,SG,36,PHI,2,0,18,0,4,0,0,2,0,0,2,0,0,0,NA,0,4,4,2,2,0,0,2,0
174,Draymond Green,PF,33,GSW,31,28,823,4.9,9.7,0.507,1.5,3.5,0.438,3.4,6.2,0.546,1.5,2,0.761,1.7,7.6,9.3,8.1,1.1,1.3,3.1,4.2,12.9
175,Jalen Green,SG,21,HOU,56,56,1698,7.3,17.9,0.407,2.4,7.8,0.309,4.9,10.1,0.483,4.2,5.2,0.801,0.5,5.2,5.7,4,0.8,0.4,2.6,1.5,21.1
176,Jeff Green,PF,37,HOU,54,5,905,4.3,9.1,0.476,1,3.2,0.309,3.3,5.9,0.568,3.9,4.7,0.829,1.3,3.5,4.8,1.8,0.4,0.9,1.6,3.1,13.5
177,Josh Green,SG,23,DAL,43,26,1174,4.5,9.1,0.49,2,4.7,0.418,2.5,4.4,0.566,1,1.5,0.66,0.8,3.5,4.3,3.4,1,0.2,1.4,2.7,11.9
178,AJ Griffin,SF,20,ATL,18,0,132,3.5,12.3,0.289,2.5,9,0.273,1.1,3.3,0.333,0.5,0.5,1,0.5,3.3,3.8,1.1,0.3,0.3,1.6,1.6,10.1
179,Quentin Grimes,SG,23,NYK,45,18,910,4.5,11.3,0.395,3,8.4,0.363,1.4,2.9,0.486,0.9,1.3,0.706,0.6,2.9,3.5,2.1,1.2,0.1,0.8,2.6,12.9
180,Mouhamadou Gueye,PF,25,TOR,1,0,6,6,18,0.333,0,0,NA,6,18,0.333,0,0,NA,12,6,18,0,0,12,0,6,12
181,Mouhamed Gueye,PF,21,ATL,2,0,4,0,9,0,0,9,0,0,0,NA,0,0,NA,0,0,0,0,9,0,0,9,0
182,Rui Hachimura,PF,25,LAL,44,15,1082,6.7,13,0.515,1.9,4.6,0.406,4.9,8.5,0.575,2.3,3.1,0.723,1.2,4.4,5.6,1.6,1,0.5,1.1,2,17.6
183,Ashton Hagans,PG,24,POR,5,1,62,3.5,7.5,0.462,0,2.3,0,3.5,5.2,0.667,0.6,1.2,0.5,0,2.9,2.9,4.1,0.6,0.6,1.7,4.6,7.5
184,Tyrese Haliburton,PG,23,IND,44,43,1409,8.8,17.9,0.494,3.6,8.9,0.4,5.2,8.9,0.587,3.4,4,0.854,0.7,3.7,4.3,13.2,1.2,0.8,2.7,1.1,24.6
185,R.J. Hampton,PG,22,MIA,8,2,76,1.9,6.6,0.286,0.5,3.8,0.125,1.4,2.8,0.5,0.5,0.9,0.5,0.9,1.9,2.8,3.8,0,0,1.4,3.8,4.7
186,Tim Hardaway Jr.,SF,31,DAL,53,10,1577,7.1,17.2,0.414,3.8,10.5,0.36,3.4,6.8,0.497,2.8,3.2,0.871,0.4,4,4.4,2.1,0.7,0.1,1.2,1.9,20.8
187,James Harden,PG,34,LAC,50,50,1729,5.3,11.8,0.447,2.9,6.9,0.42,2.4,4.9,0.485,4.5,5.2,0.876,0.5,4.9,5.4,8.6,1.2,0.9,2.7,2,18
188,Jaden Hardy,SG,21,DAL,51,6,784,7,17.1,0.408,3.2,8.6,0.369,3.8,8.5,0.446,1.7,2.4,0.717,0.7,3.9,4.6,3.9,0.8,0.2,1.8,2.6,18.9
189,Ron Harper Jr.,PF,23,TOR,1,0,4,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,9,0,0,0,18,0
190,Gary Harris,SG,29,ORL,34,7,772,3.8,8.7,0.433,2,5.9,0.341,1.8,2.8,0.623,1.3,1.6,0.794,0.8,1.7,2.5,2.8,1.4,0.5,0.9,2.8,10.8
191,Joe Harris,SG,32,DET,16,0,170,3,8.3,0.359,2.1,6.4,0.333,0.8,1.9,0.444,0.2,0.4,0.5,0.6,2.1,2.8,2.1,0.6,0.4,0.8,4,8.3
192,Kevon Harris,SG,26,ORL,2,0,6,12,18,0.667,0,0,NA,12,18,0.667,0,0,NA,0,12,12,6,0,0,6,18,24
193,Tobias Harris,PF,31,PHI,50,50,1691,7.1,14.1,0.503,1.2,3.6,0.347,5.9,10.5,0.556,3.2,3.5,0.898,1.1,5.3,6.4,3.6,1.1,0.6,1.5,1.8,18.6
194,Shaquille Harrison,SG,30,MEM,3,0,6,6,12,0.5,0,0,NA,6,12,0.5,0,0,NA,0,12,12,0,0,6,0,0,12
